Class,Feature 1,Feature 2
1.0,1.4967141530112327,0.8617356988288154
1.0,1.6476885381006925,2.5230298564080256
1.0,0.765846625276664,0.7658630430508194
1.0,2.5792128155073915,1.767434729152909
1.0,0.5305256140650478,1.5425600435859645
1.0,0.5365823071875377,0.5342702464297431
1.0,1.2419622715660341,-0.9132802446577979
1.0,-0.7249178325130328,0.4377124707590273
1.0,-0.012831120334423796,1.314247332595274
1.0,0.0919759244787891,-0.4123037013352915
1.0,2.465648768921554,0.7742236995134644
1.0,1.0675282046879238,-0.4247481862134568
1.0,0.45561727547481734,1.110922589709866
1.0,-0.1509935774223028,1.375698018345672
1.0,0.399361310081195,0.7083062502067232
1.0,0.3982933877706031,2.852278184508938
1.0,0.9865027752620661,-0.057710928955900354
1.0,1.8225449121031891,-0.22084364997102224
1.0,1.2088635950047555,-0.9596701238797756
1.0,-0.3281860488984305,1.1968612358691235
1.0,1.7384665799954104,1.1713682811899706
1.0,0.8843517176117595,0.6988963044107113
1.0,-0.4785219903674274,0.28015579160529136
1.0,0.5393612290402126,2.0571222262189157
1.0,1.3436182895684614,-0.763040155362734
1.0,1.324083969394795,0.6149177195836835
1.0,0.3230779996940413,1.6116762888408678
1.0,2.030999522495951,1.9312801191161986
1.0,0.16078247677736146,0.6907876241487854
1.0,1.3312634314035638,1.9755451271223592
1.0,0.5208257621547101,0.8143410233361829
1.0,-0.1063349740060282,-0.1962066240806708
1.0,1.812525822394198,2.3562400285708227
1.0,0.9279898784196662,2.003532897892024
1.0,1.361636025047634,0.3548802453948757
1.0,1.361395605508414,2.538036566465969
1.0,0.9641739608900485,2.564643655814006
1.0,-1.6197451040897444,1.821902504375224
1.0,1.0870470682381712,0.7009926495341325
1.0,1.0917607765355024,-0.9875689146008928
1.0,0.7803281121624881,1.3571125715117465
1.0,2.4778940447415163,0.4817297817263526
1.0,0.1915063971068124,0.49824295641546346
1.0,1.9154021177020741,1.3287511096596845
1.0,0.4702397962329612,1.5132674331133562
1.0,1.0970775493480405,1.9686449905328893
1.0,0.2979469061226476,0.6723378534022317
1.0,0.6078918468678424,-0.4635149481321186
1.0,1.296120277064576,1.2610552721798893
1.0,1.0051134566424609,0.7654128666248531
1.0,-0.41537074205041424,0.579354677234641
1.0,0.6572854834732305,0.1977227307783811
1.0,0.8387142883339909,1.4040508568145385
1.0,2.8861859012105304,1.174577812831839
1.0,1.2575503907227643,0.9255540842338328
1.0,-0.9187712152990415,0.9734861245507831
1.0,1.0602302099410263,3.463242112485286
1.0,0.8076390352188775,1.3015473423336124
1.0,0.9652882302947567,-0.16867803761953204
1.0,2.1428228145150205,1.7519330326867741
1.0,1.791031947043047,0.09061254520526107
1.0,2.402794310936099,-0.4018510627922809
1.0,1.5868570938002704,3.1904556258099785
1.0,0.009463674869311656,0.4337022703972281
1.0,1.0996513650876412,0.4965243458838008
1.0,-0.5506634310661327,1.0685629748060272
1.0,-0.06230371372610488,1.4735924306351815
1.0,0.08057576576619685,2.5499344050175394
1.0,0.21674670766376292,0.6779384837943244
1.0,1.8135172173696699,-0.23086431643395522
1.0,1.2274599346041295,2.3071427542824283
1.0,-0.6074832345612275,1.1846338585323042
1.0,1.2598827942484236,1.7818228717773104
1.0,-0.23695071087808195,-0.3204566130842763
1.0,1.5219415656168978,1.296984673233186
1.0,1.2504928503458765,1.3464482094969756
1.0,0.3199752784215092,1.2322536971610036
1.0,1.2930724732986811,0.2856485819736322
1.0,2.865774511144757,1.4738329209117875
1.0,-0.1913034972026486,1.6565536086338297
1.0,0.02531832977267856,1.7870846037424521
1.0,2.158595579007404,0.17931768164828954
1.0,1.9633761292443217,1.4127809269364984
1.0,1.8220601599944901,2.896792982653947
1.0,0.7546118839971295,0.24626383564251042
1.0,0.1104855703744767,0.18418971503456172
1.0,0.9228982905858958,1.3411519748166438
1.0,1.276690799330019,1.8271832490360238
1.0,1.0130018918779071,2.453534077157317
1.0,0.7353431667620439,3.720169166589619
1.0,1.625667347765006,0.14284244358371745
1.0,-0.07089249806111231,1.4824724152431852
1.0,0.7765372146741492,1.714000494092092
1.0,1.4732376245735448,0.9271710873431273
1.0,0.15320628193159502,-0.5148472246858646
1.0,0.5534850479329789,1.8563987943234723
1.0,1.214093744130204,-0.24573877871198802
1.0,1.173180925851182,1.3853173797288367
1.0,0.116142563798867,1.153725105945528
1.0,1.0582087184459998,-0.1429702978306231
2.0,1.3577873603482833,-0.4392154736317656
2.0,2.083051243175277,0.05380205203490296
2.0,-0.37766936795709105,-1.937825039915123
2.0,1.5150352672086598,-0.4862140490877912
2.0,1.515047686306048,2.852731490654721
2.0,1.570890510693167,0.1355656401805989
2.0,1.9540017634932023,-0.348608748694202
2.0,0.6847307553596544,-0.24103077950673257
2.0,0.2271747854624282,-1.2368186067400089
2.0,0.5146364521708966,-0.9181258606136774
2.0,3.3146585666735087,-2.867265192591748
2.0,1.6862601903745134,-2.6127158711896517
2.0,0.5280681342105665,0.08895059696736607
2.0,1.0642800190954627,-2.077744777929306
2.0,0.2846962907400318,-0.32040225106532416
2.0,0.26963336828286333,-0.7835414104180252
2.0,1.0455718399038139,-1.6516003476058172
2.0,3.1439440893253257,-0.3660809776819888
2.0,-1.0251425866576072,-0.8135456852305724
2.0,0.338213535231612,-0.14756666520377604
2.0,0.20747926156729934,-1.114736441466899
2.0,1.5049872789804573,-0.13424480582987852
