Class,Feature 1,Feature 2
1.0,0.5032858469887673,1.1382643011711846
1.0,0.3523114618993075,-0.5230298564080254
1.0,1.234153374723336,1.2341369569491805
1.0,-0.5792128155073915,0.23256527084709122
1.0,1.4694743859349522,0.45743995641403534
1.0,1.4634176928124623,1.465729753570257
1.0,0.7580377284339659,2.913280244657798
1.0,2.7249178325130328,1.5622875292409728
1.0,2.0128311203344236,0.6857526674047261
1.0,1.9080240755212108,2.4123037013352917
1.0,-0.46564876892155405,1.2257763004865356
1.0,0.9324717953120761,2.424748186213457
1.0,1.5443827245251827,0.8890774102901339
1.0,2.1509935774223026,0.624301981654328
1.0,1.600638689918805,1.2916937497932768
1.0,1.601706612229397,-0.8522781845089378
1.0,1.013497224737934,2.0577109289559004
1.0,0.17745508789681097,2.2208436499710222
1.0,0.7911364049952446,2.959670123879776
1.0,2.3281860488984307,0.8031387641308765
1.0,0.26153342000458957,0.8286317188100295
1.0,1.1156482823882405,1.3011036955892887
1.0,2.4785219903674274,1.7198442083947088
1.0,1.4606387709597874,-0.05712222621891572
1.0,0.6563817104315386,2.763040155362734
1.0,0.675916030605205,1.3850822804163165
1.0,1.6769220003059586,0.3883237111591321
1.0,-0.03099952249595095,0.06871988088380143
1.0,1.8392175232226387,1.3092123758512146
1.0,0.668736568596436,0.02445487287764081
1.0,1.47917423784529,1.185658976663817
1.0,2.106334974006028,2.196206624080671
1.0,0.18747417760580198,-0.35624002857082293
1.0,1.072010121580334,-0.003532897892024156
1.0,0.6383639749523659,1.6451197546051244
1.0,0.638604394491586,-0.5380365664659692
1.0,1.0358260391099516,-0.5646436558140062
1.0,3.6197451040897444,0.17809749562477617
1.0,0.9129529317618288,1.2990073504658675
1.0,0.9082392234644977,2.987568914600893
1.0,1.219671887837512,0.6428874284882535
1.0,-0.4778940447415161,1.5182702182736474
1.0,1.8084936028931877,1.5017570435845364
1.0,0.08459788229792586,0.6712488903403155
1.0,1.5297602037670388,0.4867325668866439
1.0,0.9029224506519596,0.031355009467110784
1.0,1.7020530938773524,1.3276621465977683
1.0,1.3921081531321575,2.4635149481321186
1.0,0.7038797229354239,0.7389447278201107
1.0,0.9948865433575391,1.2345871333751468
1.0,2.4153707420504142,1.420645322765359
1.0,1.3427145165267695,1.802277269221619
1.0,1.1612857116660091,0.5959491431854615
1.0,-0.8861859012105302,0.8254221871681611
1.0,0.7424496092772357,1.0744459157661672
1.0,2.9187712152990413,1.026513875449217
1.0,0.9397697900589735,-1.4632421124852861
1.0,1.1923609647811224,0.6984526576663875
1.0,1.0347117697052433,2.1686780376195323
1.0,-0.14282281451502055,0.24806696731322586
1.0,0.2089680529569531,1.909387454794739
1.0,-0.4027943109360992,2.401851062792281
1.0,0.4131429061997297,-1.1904556258099785
1.0,1.9905363251306882,1.566297729602772
1.0,0.9003486349123588,1.5034756541161993
1.0,2.5506634310661327,0.9314370251939726
1.0,2.062303713726105,0.5264075693648185
1.0,1.9194242342338033,-0.5499344050175394
1.0,1.7832532923362372,1.3220615162056757
1.0,0.18648278263033025,2.230864316433955
1.0,0.7725400653958706,-0.3071427542824281
1.0,2.6074832345612275,0.8153661414676958
1.0,0.7401172057515765,0.21817712822268964
1.0,2.236950710878082,2.3204566130842763
1.0,0.47805843438310236,0.703015326766814
1.0,0.7495071496541235,0.6535517905030244
1.0,1.6800247215784907,0.7677463028389965
1.0,0.7069275267013188,1.714351418026368
1.0,-0.8657745111447566,0.5261670790882125
1.0,2.1913034972026484,0.3434463913661703
1.0,1.9746816702273216,0.21291539625754796
1.0,-0.15859557900740406,1.8206823183517105
1.0,0.03662387075567819,0.5872190730635016
1.0,0.17793984000551,-0.8967929826539474
1.0,1.2453881160028706,1.7537361643574896
1.0,1.8895144296255233,1.8158102849654383
1.0,1.0771017094141042,0.6588480251833562
1.0,0.723309200669981,0.1728167509639762
1.0,0.986998108122093,-0.45353407715731686
1.0,1.264656833237956,-1.7201691665896188
1.0,0.3743326522349938,1.8571575564162826
1.0,2.070892498061112,0.5175275847568147
1.0,1.2234627853258508,0.285999505907908
1.0,0.5267623754264552,1.0728289126568729
1.0,1.846793718068405,2.5148472246858646
1.0,1.446514952067021,0.14360120567652768
1.0,0.785906255869796,2.245738778711988
1.0,0.826819074148818,0.6146826202711633
1.0,1.8838574362011329,0.8462748940544721
1.0,0.9417912815540002,2.1429702978306233
2.0,0.6422126396517167,-1.5607845263682343
2.0,-0.08305124317527701,-2.0538020520349027
2.0,2.377669367957091,-0.06217496008487722
2.0,0.4849647327913402,-1.513785950912209
2.0,0.4849523136939521,-4.852731490654721
2.0,0.429109489306833,-2.135565640180599
2.0,0.045998236506797685,-1.651391251305798
2.0,1.3152692446403456,-1.7589692204932674
2.0,1.7728252145375718,-0.7631813932599911
2.0,1.4853635478291034,-1.0818741393863225
2.0,-1.3146585666735087,0.8672651925917481
2.0,0.31373980962548653,0.6127158711896517
2.0,1.4719318657894336,-2.088950596967366
2.0,0.9357199809045372,0.07774477792930612
2.0,1.7153037092599681,-1.6795977489346758
2.0,1.7303666317171367,-1.2164585895819748
2.0,0.9544281600961863,-0.3483996523941829
2.0,-1.1439440893253257,-1.6339190223180111
2.0,3.025142586657607,-1.1864543147694278
2.0,1.661786464768388,-1.852433334796224
2.0,1.7925207384327007,-0.885263558533101
2.0,0.49501272101954286,-1.8657551941701214
2.0,2.2002964070557764,-0.6654987641590516
2.0,1.474945311160956,-0.3466707674262881
2.0,-0.7654542402810969,-1.4049817109609555
2.0,2.2608839543350454,-1.9178619470547762
2.0,-1.1221561970126332,-2.032465260551147
2.0,2.5193699659540134,-0.5157659271337487
2.0,-0.26691114918662273,-0.29233053438121925
2.0,0.5561805718537716,-1.7746340534293368
2.0,1.9269304715780828,-0.9404746439381999
2.0,4.241267340069072,0.024387641334289833
2.0,1.2525681513931604,0.2477831819648495
2.0,-0.6324113039316352,0.4301413779606327
2.0,1.4400444866969837,-1.1307405772860912
2.0,-0.4412732890661155,0.4358621511794394
2.0,-0.1631637521549596,-1.010233061019587
2.0,1.981508651047951,-1.4621034742632708
2.0,0.80094030442653,-0.3997831228412053
2.0,0.9301979150099811,-0.6146864031382397
2.0,0.886482654748752,-1.6621306745210467
2.0,-0.5860168161453521,0.23781549882684905
2.0,-1.1330333746562666,0.9520877995225019
2.0,1.1517850950355832,-1.5883172064845765
2.0,0.7190081322649673,-0.3773004801794062
2.0,1.2081222503572753,-0.5069990653411671
2.0,1.5893647569442115,-1.8496020970210245
2.0,0.6429845140349526,-0.3070904047393458
2.0,0.1004001245667493,-1.3072995208766094
2.0,0.1871378811610399,-1.6296288419236122
2.0,1.8289950109220723,-0.43981895980303043
2.0,0.2527063948767382,-1.6103702654334648
2.0,1.0209015939641481,-1.117327383308782
2.0,-0.2776648957884249,-0.40842861116417006
2.0,0.4529026188299621,-0.7978073475661059
2.0,1.2176812032272202,-2.09877685198719
2.0,0.17458365101197015,-1.8135096360006386
2.0,-0.30547880715432907,-1.0210038416327591
2.0,0.3180470287050361,-0.689733243406544
2.0,0.6758336475115578,-0.8698569456323154
2.0,0.9030040350072818,-1.5951570254369136
2.0,1.8182206832334726,-3.0923872756854602
2.0,2.006017381499702,0.21418861278773216
2.0,-0.1581108735000678,-1.7916626939629359
2.0,0.37588018294784487,-1.62834550926428
2.0,1.0122467728469147,-0.10274562851416846
2.0,0.9241954418062737,-0.3228382884878883
2.0,0.024880266582248844,-0.8529426184978613
2.0,1.8254971967925115,-0.6786141583470066
2.0,0.5870685457243756,-0.4362754471960253
2.0,1.8222203955664313,-1.2436872114919124
2.0,0.7550334288912772,-0.49305682462887024
2.0,1.4710383056183227,-1.2320499373576363
2.0,2.4480843414973243,0.40746377437655523
2.0,1.718444221252436,-0.7865528482881528
2.0,0.6890924344019954,-2.475356216949552
2.0,0.14234037679798062,-0.8400614700365729
2.0,1.0190162079026888,0.0025293646378088397
2.0,1.01851313599239,-0.7113413610798617
2.0,0.6772814396619105,-0.17276905644767704
2.0,0.4806534857588277,-2.5327389130025777
2.0,1.1087601484568577,-1.4017117220989415
2.0,0.3098560082888875,-0.5987795281141637
2.0,0.7759075181895833,-1.0125924007817948
2.0,0.9023239014511683,-0.22699021614453352
2.0,0.9754898257410572,-1.4979982912454497
2.0,-0.4511436077950417,-1.959270826085207
2.0,-1.1531824575115563,-0.2326524371119505
2.0,0.12767936327932183,-1.1833420057383517
2.0,-1.1898029332176723,-0.19170171464484853
2.0,1.8397218421807762,-0.40060735455597785
2.0,3.123895724309807,-0.47424497831923895
2.0,1.759132661553698,-1.1503937864762077
2.0,0.6582440242228406,-2.8761708392158862
2.0,0.04957616181394975,-0.4230963443375969
2.0,1.898414671348358,-1.4919191715065057
2.0,2.3202332070206424,-2.8314587658543537
2.0,-0.179440120721287,-0.5308243478952952
2.0,2.7131345290908775,-2.353872374165413
2.0,1.1145398452526178,-2.2378163119734618
3.0,0.5944276587943671,-0.4006249770462271
3.0,-1.005243699718183,-1.046980593764742
3.0,-0.5499345285207564,-1.6228499323474987
3.0,0.06762042938259438,-0.8576205149787065
3.0,-1.1202956317118988,-1.514438834058749
3.0,-1.7116148780888898,0.12464209183786923
3.0,0.5341141707356223,-2.277676821898509
3.0,-1.3323140119795918,-0.2515134634434464
3.0,-2.551151975522523,-1.1156746342928587
3.0,-2.1792971840638264,-1.0675184814101089
3.0,-3.060747924881987,-2.7553408424432044
3.0,-0.7510358515209266,-1.9715709509543555
3.0,-1.6453759495851474,-2.368631557532349
3.0,-0.035076539419895525,-1.6860514599984393
3.0,-2.058424486849588,0.7587394864231143
3.0,0.1832585126657751,1.0392321777601006
3.0,-0.7305931655554423,-1.7175422557959623
3.0,-2.502357052096028,-1.0740947804197751
